trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
NORMAL_03_107_Return_18:50,18:59:39,18:59:39,10,2,,,,,
NORMAL_03_103_Go_16:05,16:05:00,16:05:00,10,1,,,,,
NORMAL_03_103_Go_16:05,16:18:59,16:18:59,9,2,,,,,
NORMAL_03_101_Go_16:55,16:55:00,16:55:00,3,1,,,,,
NORMAL_03_101_Go_16:55,17:03:07,17:03:07,2,2,,,,,
NORMAL_03_101_Return_07:45,07:45:00,07:45:00,2,1,,,,,
NORMAL_03_101_Return_07:45,07:52:23,07:52:23,3,2,,,,,
NORMAL_03_106_Return_08:30,08:30:00,08:30:00,13,1,,,,,
NORMAL_03_106_Return_08:30,08:51:45,08:51:45,2,2,,,,,
NORMAL_03_104_Go_14:05,14:05:00,14:05:00,10,1,,,,,
NORMAL_03_104_Go_14:05,14:16:12,14:16:12,11,2,,,,,
NORMAL_03_103_Go_17:20,17:20:00,17:20:00,10,1,,,,,
NORMAL_03_103_Go_17:20,17:33:59,17:33:59,9,2,,,,,
NORMAL_03_101_Return_07:40,07:40:00,07:40:00,2,1,,,,,
NORMAL_03_101_Return_07:40,07:47:23,07:47:23,3,2,,,,,
NORMAL_03_103_Go_21:25,21:25:00,21:25:00,10,1,,,,,
NORMAL_03_103_Go_21:25,21:38:59,21:38:59,9,2,,,,,
NORMAL_03_103_Go_21:50,21:50:00,21:50:00,10,1,,,,,
NORMAL_03_103_Go_21:50,22:03:59,22:03:59,9,2,,,,,
NORMAL_03_104_Return_07:45,07:45:00,07:45:00,11,1,,,,,
NORMAL_03_104_Return_07:45,07:56:18,07:56:18,10,2,,,,,
NORMAL_03_102_Return_14:50,14:50:00,14:50:00,7,1,,,,,
NORMAL_03_102_Return_14:50,15:02:06,15:02:06,10,2,,,,,
NORMAL_03_104_Go_07:25,07:25:00,07:25:00,10,1,,,,,
NORMAL_03_104_Go_07:25,07:35:55,07:35:55,11,2,,,,,
NORMAL_03_102_Return_07:15,07:15:00,07:15:00,7,1,,,,,
NORMAL_03_102_Return_07:15,07:25:40,07:25:40,10,2,,,,,
NORMAL_03_104_Go_21:25,21:25:00,21:25:00,10,1,,,,,
NORMAL_03_104_Go_21:25,21:35:37,21:35:37,11,2,,,,,
NORMAL_03_107_Return_08:20,08:20:00,08:20:00,2,1,,,,,
NORMAL_03_107_Return_08:20,08:29:39,08:29:39,10,2,,,,,
NORMAL_03_103_Return_14:50,14:50:00,14:50:00,9,1,,,,,
NORMAL_03_103_Return_14:50,15:00:48,15:00:48,10,2,,,,,
NORMAL_03_106_Return_18:55,18:55:00,18:55:00,13,1,,,,,
NORMAL_03_106_Return_18:55,19:16:45,19:16:45,2,2,,,,,
NORMAL_03_101_Go_18:55,18:55:00,18:55:00,3,1,,,,,
NORMAL_03_101_Go_18:55,19:04:05,19:04:05,2,2,,,,,
NORMAL_03_107_Go_17:50,17:50:00,17:50:00,10,1,,,,,
NORMAL_03_107_Go_17:50,18:01:54,18:01:54,2,2,,,,,
NORMAL_03_107_Go_17:20,17:20:00,17:20:00,10,1,,,,,
NORMAL_03_107_Go_17:20,17:31:54,17:31:54,2,2,,,,,
NORMAL_03_107_Go_13:35,13:35:00,13:35:00,10,1,,,,,
NORMAL_03_107_Go_13:35,13:46:54,13:46:54,2,2,,,,,
NORMAL_03_102_Return_11:30,11:30:00,11:30:00,7,1,,,,,
NORMAL_03_102_Return_11:30,11:41:32,11:41:32,10,2,,,,,
NORMAL_03_101_Return_07:55,07:55:00,07:55:00,2,1,,,,,
NORMAL_03_101_Return_07:55,08:02:23,08:02:23,3,2,,,,,
NORMAL_03_106_Go_20:10,20:10:00,20:10:00,2,1,,,,,
NORMAL_03_106_Go_20:10,20:24:26,20:24:26,13,2,,,,,
NORMAL_03_102_Return_14:25,14:25:00,14:25:00,7,1,,,,,
NORMAL_03_102_Return_14:25,14:37:06,14:37:06,10,2,,,,,
NORMAL_03_106_Return_18:05,18:05:00,18:05:00,13,1,,,,,
NORMAL_03_106_Return_18:05,18:26:45,18:26:45,2,2,,,,,
NORMAL_03_101_Go_14:40,14:40:00,14:40:00,3,1,,,,,
NORMAL_03_101_Go_14:40,14:50:00,14:50:00,2,2,,,,,
NORMAL_03_101_Return_09:30,09:30:00,09:30:00,2,1,,,,,
NORMAL_03_101_Return_09:30,09:36:57,09:36:57,3,2,,,,,
NORMAL_03_101_Return_19:40,19:40:00,19:40:00,2,1,,,,,
NORMAL_03_101_Return_19:40,19:47:16,19:47:16,3,2,,,,,
NORMAL_03_105_Return_12:25,12:25:00,12:25:00,3,1,,,,,
NORMAL_03_105_Return_12:25,12:33:33,12:36:30,4,2,,,,,
NORMAL_03_105_Return_12:25,12:41:24,12:56:34,5,3,,,,,
NORMAL_03_105_Return_12:25,13:15:53,13:15:53,10,4,,,,,
NORMAL_03_104_Go_10:40,10:40:00,10:40:00,10,1,,,,,
NORMAL_03_104_Go_10:40,10:50:05,10:50:05,11,2,,,,,
NORMAL_03_102_Return_10:20,10:20:00,10:20:00,7,1,,,,,
NORMAL_03_102_Return_10:20,10:31:29,10:31:29,10,2,,,,,
NORMAL_03_101_Go_10:45,10:45:00,10:45:00,3,1,,,,,
NORMAL_03_101_Go_10:45,10:53:56,10:53:56,2,2,,,,,
NORMAL_03_103_Go_07:50,07:50:00,07:50:00,10,1,,,,,
NORMAL_03_103_Go_07:50,08:03:59,08:03:59,9,2,,,,,
NORMAL_03_104_Return_11:00,11:00:00,11:00:00,11,1,,,,,
NORMAL_03_104_Return_11:00,11:10:43,11:10:43,10,2,,,,,
NORMAL_03_106_Return_13:25,13:25:00,13:25:00,13,1,,,,,
NORMAL_03_106_Return_13:25,13:46:45,13:46:45,2,2,,,,,
NORMAL_03_105_Go_17:45,17:45:00,17:45:00,10,1,,,,,
NORMAL_03_105_Go_17:45,17:59:22,17:59:22,3,2,,,,,
NORMAL_03_106_Return_08:15,08:15:00,08:15:00,13,1,,,,,
NORMAL_03_106_Return_08:15,08:36:45,08:36:45,2,2,,,,,
NORMAL_03_103_Return_10:25,10:25:00,10:25:00,9,1,,,,,
NORMAL_03_103_Return_10:25,10:35:48,10:35:48,10,2,,,,,
NORMAL_03_104_Go_18:45,18:45:00,18:45:00,10,1,,,,,
NORMAL_03_104_Go_18:45,18:55:37,18:55:37,11,2,,,,,
NORMAL_03_101_Go_12:55,12:55:00,12:55:00,3,1,,,,,
NORMAL_03_101_Go_12:55,13:05:36,13:05:36,2,2,,,,,
NORMAL_03_102_Return_16:25,16:25:00,16:25:00,7,1,,,,,
NORMAL_03_102_Return_16:25,16:35:30,16:35:30,10,2,,,,,
NORMAL_03_107_Return_12:25,12:25:00,12:25:00,2,1,,,,,
NORMAL_03_107_Return_12:25,12:34:39,12:34:39,10,2,,,,,
NORMAL_03_106_Return_16:05,16:05:00,16:05:00,13,1,,,,,
NORMAL_03_106_Return_16:05,16:26:45,16:26:45,2,2,,,,,
NORMAL_03_103_Go_06:30,06:30:00,06:30:00,10,1,,,,,
NORMAL_03_103_Go_06:30,06:43:59,06:43:59,9,2,,,,,
NORMAL_03_107_Return_21:55,21:55:00,21:55:00,2,1,,,,,
NORMAL_03_107_Return_21:55,22:04:39,22:04:39,10,2,,,,,
NORMAL_03_104_Go_19:25,19:25:00,19:25:00,10,1,,,,,
NORMAL_03_104_Go_19:25,19:35:37,19:35:37,11,2,,,,,
NORMAL_03_105_Go_11:15,11:15:00,11:15:00,10,1,,,,,
NORMAL_03_105_Go_11:15,11:26:50,11:26:50,3,2,,,,,
NORMAL_03_103_Go_13:35,13:35:00,13:35:00,10,1,,,,,
NORMAL_03_103_Go_13:35,13:48:59,13:48:59,9,2,,,,,
NORMAL_03_103_Return_14:10,14:10:00,14:10:00,9,1,,,,,
NORMAL_03_103_Return_14:10,14:20:48,14:20:48,10,2,,,,,
NORMAL_03_106_Go_16:10,16:10:00,16:10:00,2,1,,,,,
NORMAL_03_106_Go_16:10,16:24:26,16:24:26,13,2,,,,,
NORMAL_03_104_Go_09:35,09:35:00,09:35:00,10,1,,,,,
NORMAL_03_104_Go_09:35,09:44:28,09:44:28,11,2,,,,,
NORMAL_03_105_Go_18:00,18:00:00,18:00:00,10,1,,,,,
NORMAL_03_105_Go_18:00,18:14:30,18:14:30,3,2,,,,,
NORMAL_03_101_Go_19:35,19:35:00,19:35:00,3,1,,,,,
NORMAL_03_101_Go_19:35,19:43:06,19:43:06,2,2,,,,,
NORMAL_03_107_Return_11:15,11:15:00,11:15:00,2,1,,,,,
NORMAL_03_107_Return_11:15,11:24:39,11:24:39,10,2,,,,,
NORMAL_03_106_Return_06:30,06:30:00,06:30:00,13,1,,,,,
NORMAL_03_106_Return_06:30,06:51:45,06:51:45,2,2,,,,,
NORMAL_03_101_Go_09:35,09:35:00,09:35:00,3,1,,,,,
NORMAL_03_101_Go_09:35,09:43:59,09:43:59,2,2,,,,,
NORMAL_03_107_Go_13:25,13:25:00,13:25:00,10,1,,,,,
NORMAL_03_107_Go_13:25,13:36:54,13:36:54,2,2,,,,,
NORMAL_03_107_Go_12:55,12:55:00,12:55:00,10,1,,,,,
NORMAL_03_107_Go_12:55,13:06:54,13:06:54,2,2,,,,,
NORMAL_03_102_Go_14:45,14:45:00,14:45:00,10,1,,,,,
NORMAL_03_102_Go_14:45,14:55:07,14:55:07,7,2,,,,,
NORMAL_03_106_Go_10:50,10:50:00,10:50:00,2,1,,,,,
NORMAL_03_106_Go_10:50,11:04:26,11:04:26,13,2,,,,,
NORMAL_03_102_Return_10:25,10:25:00,10:25:00,7,1,,,,,
NORMAL_03_102_Return_10:25,10:36:29,10:36:29,10,2,,,,,
NORMAL_03_103_Return_09:15,09:15:00,09:15:00,9,1,,,,,
NORMAL_03_103_Return_09:15,09:25:48,09:25:48,10,2,,,,,
NORMAL_03_101_Return_11:00,11:00:00,11:00:00,2,1,,,,,
NORMAL_03_101_Return_11:00,11:07:05,11:07:05,3,2,,,,,
NORMAL_03_101_Return_13:15,13:15:00,13:15:00,2,1,,,,,
NORMAL_03_101_Return_13:15,13:23:47,13:23:47,3,2,,,,,
NORMAL_03_106_Return_21:10,21:10:00,21:10:00,13,1,,,,,
NORMAL_03_106_Return_21:10,21:31:45,21:31:45,2,2,,,,,
NORMAL_03_101_Return_08:20,08:20:00,08:20:00,2,1,,,,,
NORMAL_03_101_Return_08:20,08:27:36,08:27:36,3,2,,,,,
NORMAL_03_102_Go_17:10,17:10:00,17:10:00,10,1,,,,,
NORMAL_03_102_Go_17:10,17:21:13,17:21:13,7,2,,,,,
NORMAL_03_104_Go_18:30,18:30:00,18:30:00,10,1,,,,,
NORMAL_03_104_Go_18:30,18:40:37,18:40:37,11,2,,,,,
NORMAL_03_101_Return_16:25,16:25:00,16:25:00,2,1,,,,,
NORMAL_03_101_Return_16:25,16:32:20,16:32:20,3,2,,,,,
NORMAL_03_106_Return_14:00,14:00:00,14:00:00,13,1,,,,,
NORMAL_03_106_Return_14:00,14:21:45,14:21:45,2,2,,,,,
NORMAL_03_101_Go_09:25,09:25:00,09:25:00,3,1,,,,,
NORMAL_03_101_Go_09:25,09:33:59,09:33:59,2,2,,,,,
NORMAL_03_102_Go_09:50,09:50:00,09:50:00,10,1,,,,,
NORMAL_03_102_Go_09:50,09:59:29,09:59:29,7,2,,,,,
NORMAL_03_104_Return_07:15,07:15:00,07:15:00,11,1,,,,,
NORMAL_03_104_Return_07:15,07:26:18,07:26:18,10,2,,,,,
NORMAL_03_106_Return_11:10,11:10:00,11:10:00,13,1,,,,,
NORMAL_03_106_Return_11:10,11:31:45,11:31:45,2,2,,,,,
NORMAL_03_101_Return_19:00,19:00:00,19:00:00,2,1,,,,,
NORMAL_03_101_Return_19:00,19:07:16,19:07:16,3,2,,,,,
NORMAL_03_104_Return_09:05,09:05:00,09:05:00,11,1,,,,,
NORMAL_03_104_Return_09:05,09:15:49,09:15:49,10,2,,,,,
NORMAL_03_107_Go_19:50,19:50:00,19:50:00,10,1,,,,,
NORMAL_03_107_Go_19:50,20:01:54,20:01:54,2,2,,,,,
NORMAL_03_101_Return_15:55,15:55:00,15:55:00,2,1,,,,,
NORMAL_03_101_Return_15:55,16:02:36,16:02:36,3,2,,,,,
NORMAL_03_104_Return_08:20,08:20:00,08:20:00,11,1,,,,,
NORMAL_03_104_Return_08:20,08:30:48,08:30:48,10,2,,,,,
NORMAL_03_107_Return_15:15,15:15:00,15:15:00,2,1,,,,,
NORMAL_03_107_Return_15:15,15:24:39,15:24:39,10,2,,,,,
NORMAL_03_104_Go_09:20,09:20:00,09:20:00,10,1,,,,,
NORMAL_03_104_Go_09:20,09:29:28,09:29:28,11,2,,,,,
NORMAL_03_101_Return_15:00,15:00:00,15:00:00,2,1,,,,,
NORMAL_03_101_Return_15:00,15:07:36,15:07:36,3,2,,,,,
NORMAL_03_104_Go_16:40,16:40:00,16:40:00,10,1,,,,,
NORMAL_03_104_Go_16:40,16:50:37,16:50:37,11,2,,,,,
NORMAL_03_107_Return_18:35,18:35:00,18:35:00,2,1,,,,,
NORMAL_03_107_Return_18:35,18:44:39,18:44:39,10,2,,,,,
NORMAL_03_105_Go_19:15,19:15:00,19:15:00,10,1,,,,,
NORMAL_03_105_Go_19:15,19:28:48,19:28:48,3,2,,,,,
NORMAL_03_103_Go_09:25,09:25:00,09:25:00,10,1,,,,,
NORMAL_03_103_Go_09:25,09:38:59,09:38:59,9,2,,,,,
NORMAL_03_103_Return_08:50,08:50:00,08:50:00,9,1,,,,,
NORMAL_03_103_Return_08:50,09:00:48,09:00:48,10,2,,,,,
NORMAL_03_106_Return_21:35,21:35:00,21:35:00,13,1,,,,,
NORMAL_03_106_Return_21:35,21:56:45,21:56:45,2,2,,,,,
NORMAL_03_101_Go_07:10,07:10:00,07:10:00,3,1,,,,,
NORMAL_03_101_Go_07:10,07:19:48,07:19:48,2,2,,,,,
NORMAL_03_106_Go_20:25,20:25:00,20:25:00,2,1,,,,,
NORMAL_03_106_Go_20:25,20:39:26,20:39:26,13,2,,,,,
NORMAL_03_102_Go_12:30,12:30:00,12:30:00,10,1,,,,,
NORMAL_03_102_Go_12:30,12:39:37,12:39:37,7,2,,,,,
NORMAL_03_104_Go_18:05,18:05:00,18:05:00,10,1,,,,,
NORMAL_03_104_Go_18:05,18:15:37,18:15:37,11,2,,,,,
NORMAL_03_104_Return_16:10,16:10:00,16:10:00,11,1,,,,,
NORMAL_03_104_Return_16:10,16:21:21,16:21:21,10,2,,,,,
NORMAL_03_104_Go_16:15,16:15:00,16:15:00,10,1,,,,,
NORMAL_03_104_Go_16:15,16:25:37,16:25:37,11,2,,,,,
NORMAL_03_107_Go_21:20,21:20:00,21:20:00,10,1,,,,,
NORMAL_03_107_Go_21:20,21:31:54,21:31:54,2,2,,,,,
NORMAL_03_102_Return_06:35,06:35:00,06:35:00,7,1,,,,,
NORMAL_03_102_Return_06:35,06:46:53,06:46:53,10,2,,,,,
NORMAL_03_105_Go_14:00,14:00:00,14:00:00,10,1,,,,,
NORMAL_03_105_Go_14:00,14:11:09,14:11:09,3,2,,,,,
NORMAL_03_102_Go_08:30,08:30:00,08:30:00,10,1,,,,,
NORMAL_03_102_Go_08:30,08:39:46,08:39:46,7,2,,,,,
NORMAL_03_101_Return_18:20,18:20:00,18:20:00,2,1,,,,,
NORMAL_03_101_Return_18:20,18:27:32,18:27:32,3,2,,,,,
NORMAL_03_101_Go_20:00,20:00:00,20:00:00,3,1,,,,,
NORMAL_03_101_Go_20:00,20:08:36,20:08:36,2,2,,,,,
NORMAL_03_102_Go_19:25,19:25:00,19:25:00,10,1,,,,,
NORMAL_03_102_Go_19:25,19:36:13,19:36:13,7,2,,,,,
NORMAL_03_105_Return_09:40,09:40:00,09:40:00,3,1,,,,,
NORMAL_03_105_Return_09:40,09:49:39,09:56:24,4,2,,,,,
NORMAL_03_105_Return_09:40,10:02:01,10:15:09,5,3,,,,,
NORMAL_03_105_Return_09:40,10:40:33,10:40:33,10,4,,,,,
NORMAL_03_104_Return_09:30,09:30:00,09:30:00,11,1,,,,,
NORMAL_03_104_Return_09:30,09:40:49,09:40:49,10,2,,,,,
NORMAL_03_102_Go_07:10,07:10:00,07:10:00,10,1,,,,,
NORMAL_03_102_Go_07:10,07:19:08,07:19:08,7,2,,,,,
NORMAL_03_106_Return_13:50,13:50:00,13:50:00,13,1,,,,,
NORMAL_03_106_Return_13:50,14:11:45,14:11:45,2,2,,,,,
NORMAL_03_101_Go_15:25,15:25:00,15:25:00,3,1,,,,,
NORMAL_03_101_Go_15:25,15:33:55,15:33:55,2,2,,,,,
NORMAL_03_105_Go_19:00,19:00:00,19:00:00,10,1,,,,,
NORMAL_03_105_Go_19:00,19:13:48,19:13:48,3,2,,,,,
NORMAL_03_104_Return_10:50,10:50:00,10:50:00,11,1,,,,,
NORMAL_03_104_Return_10:50,11:01:12,11:01:12,10,2,,,,,
NORMAL_03_106_Go_13:40,13:40:00,13:40:00,2,1,,,,,
NORMAL_03_106_Go_13:40,13:54:26,13:54:26,13,2,,,,,
NORMAL_03_106_Go_07:05,07:05:00,07:05:00,2,1,,,,,
NORMAL_03_106_Go_07:05,07:19:26,07:19:26,13,2,,,,,
NORMAL_03_101_Go_06:40,06:40:00,06:40:00,3,1,,,,,
NORMAL_03_101_Go_06:40,06:49:01,06:49:01,2,2,,,,,
NORMAL_03_101_Return_16:10,16:10:00,16:10:00,2,1,,,,,
NORMAL_03_101_Return_16:10,16:17:20,16:17:20,3,2,,,,,
NORMAL_03_102_Return_21:30,21:30:00,21:30:00,7,1,,,,,
NORMAL_03_102_Return_21:30,21:43:21,21:43:21,10,2,,,,,
NORMAL_03_104_Go_06:40,06:40:00,06:40:00,10,1,,,,,
NORMAL_03_104_Go_06:40,06:49:21,06:49:21,11,2,,,,,
NORMAL_03_104_Go_12:15,12:15:00,12:15:00,10,1,,,,,
NORMAL_03_104_Go_12:15,12:25:30,12:25:30,11,2,,,,,
NORMAL_03_107_Go_20:30,20:30:00,20:30:00,10,1,,,,,
NORMAL_03_107_Go_20:30,20:41:54,20:41:54,2,2,,,,,
NORMAL_03_103_Go_06:40,06:40:00,06:40:00,10,1,,,,,
NORMAL_03_103_Go_06:40,06:53:59,06:53:59,9,2,,,,,
NORMAL_03_101_Go_12:15,12:15:00,12:15:00,3,1,,,,,
NORMAL_03_101_Go_12:15,12:25:36,12:25:36,2,2,,,,,
NORMAL_03_104_Return_19:30,19:30:00,19:30:00,11,1,,,,,
NORMAL_03_104_Return_19:30,19:41:21,19:41:21,10,2,,,,,
NORMAL_03_107_Return_11:45,11:45:00,11:45:00,2,1,,,,,
NORMAL_03_107_Return_11:45,11:54:39,11:54:39,10,2,,,,,
NORMAL_03_101_Go_10:15,10:15:00,10:15:00,3,1,,,,,
NORMAL_03_101_Go_10:15,10:23:56,10:23:56,2,2,,,,,
NORMAL_03_107_Go_07:20,07:20:00,07:20:00,10,1,,,,,
NORMAL_03_107_Go_07:20,07:31:54,07:31:54,2,2,,,,,
NORMAL_03_103_Go_11:50,11:50:00,11:50:00,10,1,,,,,
NORMAL_03_103_Go_11:50,12:03:59,12:03:59,9,2,,,,,
NORMAL_03_105_Return_07:40,07:40:00,07:40:00,3,1,,,,,
NORMAL_03_105_Return_07:40,07:48:50,08:37:26,4,2,,,,,
NORMAL_03_105_Return_07:40,08:42:01,08:53:16,5,3,,,,,
NORMAL_03_105_Return_07:40,09:12:46,09:12:46,10,4,,,,,
NORMAL_03_104_Go_14:15,14:15:00,14:15:00,10,1,,,,,
NORMAL_03_104_Go_14:15,14:26:12,14:26:12,11,2,,,,,
NORMAL_03_101_Return_08:35,08:35:00,08:35:00,2,1,,,,,
NORMAL_03_101_Return_08:35,08:42:36,08:42:36,3,2,,,,,
NORMAL_03_101_Go_07:35,07:35:00,07:35:00,3,1,,,,,
NORMAL_03_101_Go_07:35,07:44:48,07:44:48,2,2,,,,,
NORMAL_03_106_Return_19:20,19:20:00,19:20:00,13,1,,,,,
NORMAL_03_106_Return_19:20,19:41:45,19:41:45,2,2,,,,,
NORMAL_03_103_Go_10:15,10:15:00,10:15:00,10,1,,,,,
NORMAL_03_103_Go_10:15,10:28:59,10:28:59,9,2,,,,,
NORMAL_03_101_Return_10:20,10:20:00,10:20:00,2,1,,,,,
NORMAL_03_101_Return_10:20,10:27:04,10:27:04,3,2,,,,,
NORMAL_03_107_Return_19:00,19:00:00,19:00:00,2,1,,,,,
NORMAL_03_107_Return_19:00,19:09:39,19:09:39,10,2,,,,,
NORMAL_03_104_Return_11:45,11:45:00,11:45:00,11,1,,,,,
NORMAL_03_104_Return_11:45,11:55:43,11:55:43,10,2,,,,,
NORMAL_03_105_Go_12:15,12:15:00,12:15:00,10,1,,,,,
NORMAL_03_105_Go_12:15,12:25:57,12:25:57,3,2,,,,,
NORMAL_03_107_Return_14:25,14:25:00,14:25:00,2,1,,,,,
NORMAL_03_107_Return_14:25,14:34:39,14:34:39,10,2,,,,,
NORMAL_03_102_Go_19:20,19:20:00,19:20:00,10,1,,,,,
NORMAL_03_102_Go_19:20,19:31:13,19:31:13,7,2,,,,,
NORMAL_03_104_Go_19:20,19:20:00,19:20:00,10,1,,,,,
NORMAL_03_104_Go_19:20,19:30:37,19:30:37,11,2,,,,,
NORMAL_03_102_Return_07:40,07:40:00,07:40:00,7,1,,,,,
NORMAL_03_102_Return_07:40,07:50:40,07:50:40,10,2,,,,,
NORMAL_03_106_Return_10:45,10:45:00,10:45:00,13,1,,,,,
NORMAL_03_106_Return_10:45,11:06:45,11:06:45,2,2,,,,,
NORMAL_03_103_Return_14:35,14:35:00,14:35:00,9,1,,,,,
NORMAL_03_103_Return_14:35,14:45:48,14:45:48,10,2,,,,,
NORMAL_03_101_Return_08:10,08:10:00,08:10:00,2,1,,,,,
NORMAL_03_101_Return_08:10,08:17:36,08:17:36,3,2,,,,,
NORMAL_03_102_Return_19:15,19:15:00,19:15:00,7,1,,,,,
NORMAL_03_102_Return_19:15,19:27:45,19:27:45,10,2,,,,,
NORMAL_03_103_Return_20:35,20:35:00,20:35:00,9,1,,,,,
NORMAL_03_103_Return_20:35,20:45:48,20:45:48,10,2,,,,,
NORMAL_03_106_Go_19:15,19:15:00,19:15:00,2,1,,,,,
NORMAL_03_106_Go_19:15,19:29:26,19:29:26,13,2,,,,,
NORMAL_03_102_Return_21:40,21:40:00,21:40:00,7,1,,,,,
NORMAL_03_102_Return_21:40,21:53:21,21:53:21,10,2,,,,,
NORMAL_03_106_Return_12:45,12:45:00,12:45:00,13,1,,,,,
NORMAL_03_106_Return_12:45,13:06:45,13:06:45,2,2,,,,,
NORMAL_03_102_Go_11:50,11:50:00,11:50:00,10,1,,,,,
NORMAL_03_102_Go_11:50,11:59:36,11:59:36,7,2,,,,,
NORMAL_03_106_Go_18:50,18:50:00,18:50:00,2,1,,,,,
NORMAL_03_106_Go_18:50,19:04:26,19:04:26,13,2,,,,,
NORMAL_03_106_Return_16:00,16:00:00,16:00:00,13,1,,,,,
NORMAL_03_106_Return_16:00,16:21:45,16:21:45,2,2,,,,,
NORMAL_03_106_Return_18:15,18:15:00,18:15:00,13,1,,,,,
NORMAL_03_106_Return_18:15,18:36:45,18:36:45,2,2,,,,,
NORMAL_03_103_Go_15:25,15:25:00,15:25:00,10,1,,,,,
NORMAL_03_103_Go_15:25,15:38:59,15:38:59,9,2,,,,,
NORMAL_03_107_Go_18:45,18:45:00,18:45:00,10,1,,,,,
NORMAL_03_107_Go_18:45,18:56:54,18:56:54,2,2,,,,,
NORMAL_03_102_Return_20:35,20:35:00,20:35:00,7,1,,,,,
NORMAL_03_102_Return_20:35,20:48:05,20:48:05,10,2,,,,,
NORMAL_03_104_Return_06:20,06:20:00,06:20:00,11,1,,,,,
NORMAL_03_104_Return_06:20,06:31:31,06:31:31,10,2,,,,,
NORMAL_03_104_Return_09:45,09:45:00,09:45:00,11,1,,,,,
NORMAL_03_104_Return_09:45,09:55:49,09:55:49,10,2,,,,,
NORMAL_03_101_Go_13:25,13:25:00,13:25:00,3,1,,,,,
NORMAL_03_101_Go_13:25,13:36:18,13:36:18,2,2,,,,,
NORMAL_03_103_Return_06:50,06:50:00,06:50:00,9,1,,,,,
NORMAL_03_103_Return_06:50,07:00:48,07:00:48,10,2,,,,,
NORMAL_03_104_Go_10:55,10:55:00,10:55:00,10,1,,,,,
NORMAL_03_104_Go_10:55,11:05:05,11:05:05,11,2,,,,,
NORMAL_03_102_Return_21:55,21:55:00,21:55:00,7,1,,,,,
NORMAL_03_102_Return_21:55,22:08:21,22:08:21,10,2,,,,,
NORMAL_03_106_Return_06:40,06:40:00,06:40:00,13,1,,,,,
NORMAL_03_106_Return_06:40,07:01:45,07:01:45,2,2,,,,,
NORMAL_03_102_Return_08:10,08:10:00,08:10:00,7,1,,,,,
NORMAL_03_102_Return_08:10,08:22:00,08:22:00,10,2,,,,,
NORMAL_03_103_Go_07:10,07:10:00,07:10:00,10,1,,,,,
NORMAL_03_103_Go_07:10,07:23:59,07:23:59,9,2,,,,,
NORMAL_03_106_Return_18:30,18:30:00,18:30:00,13,1,,,,,
NORMAL_03_106_Return_18:30,18:51:45,18:51:45,2,2,,,,,
NORMAL_03_101_Return_09:40,09:40:00,09:40:00,2,1,,,,,
NORMAL_03_101_Return_09:40,09:46:57,09:46:57,3,2,,,,,
NORMAL_03_101_Go_09:50,09:50:00,09:50:00,3,1,,,,,
NORMAL_03_101_Go_09:50,09:58:59,09:58:59,2,2,,,,,
NORMAL_03_104_Go_20:05,20:05:00,20:05:00,10,1,,,,,
NORMAL_03_104_Go_20:05,20:15:37,20:15:37,11,2,,,,,
NORMAL_03_103_Go_15:50,15:50:00,15:50:00,10,1,,,,,
NORMAL_03_103_Go_15:50,16:03:59,16:03:59,9,2,,,,,
NORMAL_03_107_Return_08:10,08:10:00,08:10:00,2,1,,,,,
NORMAL_03_107_Return_08:10,08:19:39,08:19:39,10,2,,,,,
NORMAL_03_104_Go_13:35,13:35:00,13:35:00,10,1,,,,,
NORMAL_03_104_Go_13:35,13:47:44,13:47:44,11,2,,,,,
NORMAL_03_101_Return_06:50,06:50:00,06:50:00,2,1,,,,,
NORMAL_03_101_Return_06:50,06:58:44,06:58:44,3,2,,,,,
NORMAL_03_102_Go_06:30,06:30:00,06:30:00,10,1,,,,,
NORMAL_03_102_Go_06:30,06:40:18,06:40:18,7,2,,,,,
NORMAL_03_102_Go_12:00,12:00:00,12:00:00,10,1,,,,,
NORMAL_03_102_Go_12:00,12:09:37,12:09:37,7,2,,,,,
NORMAL_03_107_Go_18:55,18:55:00,18:55:00,10,1,,,,,
NORMAL_03_107_Go_18:55,19:06:54,19:06:54,2,2,,,,,
NORMAL_03_104_Return_20:20,20:20:00,20:20:00,11,1,,,,,
NORMAL_03_104_Return_20:20,20:31:21,20:31:21,10,2,,,,,
NORMAL_03_103_Return_16:10,16:10:00,16:10:00,9,1,,,,,
NORMAL_03_103_Return_16:10,16:20:48,16:20:48,10,2,,,,,
NORMAL_03_102_Go_07:20,07:20:00,07:20:00,10,1,,,,,
NORMAL_03_102_Go_07:20,07:29:08,07:29:08,7,2,,,,,
NORMAL_03_107_Go_08:00,08:00:00,08:00:00,10,1,,,,,
NORMAL_03_107_Go_08:00,08:11:54,08:11:54,2,2,,,,,
NORMAL_03_106_Go_09:05,09:05:00,09:05:00,2,1,,,,,
NORMAL_03_106_Go_09:05,09:19:26,09:19:26,13,2,,,,,
NORMAL_03_101_Return_13:00,13:00:00,13:00:00,2,1,,,,,
NORMAL_03_101_Return_13:00,13:08:47,13:08:47,3,2,,,,,
NORMAL_03_101_Return_21:40,21:40:00,21:40:00,2,1,,,,,
