route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,duty,duty_sequence_number,run_sequence_number
101,1,NORMAL_03_101_Go_13:25,AL Masjid Al-nabawi (Clock Roundabout),,0,101_04,102,,,101_041,21,21
103,1,NORMAL_03_103_Return_06:50,Quba Mosque,,1,103_03,126,,,103_031,2,2
104,1,NORMAL_03_104_Go_10:55,AL Masjid Al-nabawi (AL Salam Gate),,1,104_02,127,,,104_021,15,15
102,1,NORMAL_03_102_Return_21:55,Quba Mosque,,1,102_02,124,,,102_022,24,48
106,1,NORMAL_03_106_Return_06:40,AL Masjid Al-nabawi (Clock Roundabout),,1,106_01,50,,,106_011,3,3
102,1,NORMAL_03_102_Return_08:10,Quba Mosque,,1,102_03,124,,,102_031,6,6
103,1,NORMAL_03_103_Go_07:10,AL Masjid Al-nabawi (Manakha Square),,1,103_03,125,,,103_031,3,3
106,1,NORMAL_03_106_Return_18:30,AL Masjid Al-nabawi (Clock Roundabout),,1,106_03,50,,,106_032,13,37
101,1,NORMAL_03_101_Return_09:40,Uhud battlefield,,1,101_01,41,,,101_011,12,12
101,1,NORMAL_03_101_Go_09:50,AL Masjid Al-nabawi (Clock Roundabout),,0,101_03,102,,,101_031,11,11
104,1,NORMAL_03_104_Go_20:05,AL Masjid Al-nabawi (AL Salam Gate),,1,104_04,127,,,104_042,17,41
103,1,NORMAL_03_103_Go_15:50,AL Masjid Al-nabawi (Manakha Square),,1,103_03,125,,,103_032,5,29
107,1,NORMAL_03_107_Return_08:10,Quba Mosque,,1,107_03,132,,,107_031,6,6
104,1,NORMAL_03_104_Go_13:35,AL Masjid Al-nabawi (AL Salam Gate),,1,104_02,127,,,104_021,23,23
101,1,NORMAL_03_101_Return_06:50,Uhud battlefield,,1,101_03,41,,,101_031,2,2
102,1,NORMAL_03_102_Go_06:30,AL Masjid Al-nabawi (AL Baqe),,1,102_03,111,,,102_031,1,1
102,1,NORMAL_03_102_Go_12:00,AL Masjid Al-nabawi (AL Baqe),,1,102_01,111,,,102_011,19,19
107,1,NORMAL_03_107_Go_18:55,AL Masjid Al-nabawi (Clock Roundabout),,1,107_02,131,,,107_022,15,39
104,1,NORMAL_03_104_Return_20:20,Quba Mosque,,1,104_01,128,,,104_012,20,44
103,1,NORMAL_03_103_Return_16:10,Quba Mosque,,1,103_03,126,,,103_032,6,30
102,1,NORMAL_03_102_Go_07:20,AL Masjid Al-nabawi (AL Baqe),,1,102_01,111,,,102_011,5,5
107,1,NORMAL_03_107_Go_08:00,AL Masjid Al-nabawi (Clock Roundabout),,1,107_01,131,,,107_011,7,7
106,1,NORMAL_03_106_Go_09:05,Railway Station,,0,106_04,51,,,106_041,8,8
101,1,NORMAL_03_101_Return_13:00,Uhud battlefield,,1,101_01,41,,,101_011,22,22
101,1,NORMAL_03_101_Return_21:40,Uhud battlefield,,1,101_01,41,,,101_012,24,48
105,1,NORMAL_03_105_Return_16:10,Quba Mosque,,1,105_01,129,,,105_012,4,20
103,1,NORMAL_03_103_Go_09:20,AL Masjid Al-nabawi (Manakha Square),,1,103_01,125,,,103_011,11,11
107,1,NORMAL_03_107_Go_18:05,AL Masjid Al-nabawi (Clock Roundabout),,1,107_04,131,,,107_042,11,35
107,1,NORMAL_03_107_Go_08:05,AL Masjid Al-nabawi (Clock Roundabout),,1,107_04,131,,,107_041,5,5
101,1,NORMAL_03_101_Go_08:00,AL Masjid Al-nabawi (Clock Roundabout),,0,101_01,102,,,101_011,7,7
107,1,NORMAL_03_107_Go_06:15,AL Masjid Al-nabawi (Clock Roundabout),,1,107_02,131,,,107_021,1,1
103,1,NORMAL_03_103_Go_13:50,AL Masjid Al-nabawi (Manakha Square),,1,103_03,125,,,103_031,23,23
101,1,NORMAL_03_101_Go_21:25,AL Masjid Al-nabawi (Clock Roundabout),,0,101_04,102,,,101_042,21,45
102,1,NORMAL_03_102_Go_09:35,AL Masjid Al-nabawi (AL Baqe),,1,102_02,111,,,102_021,11,11
104,1,NORMAL_03_104_Return_09:00,Quba Mosque,,1,104_01,128,,,104_011,10,10
104,1,NORMAL_03_104_Go_12:00,AL Masjid Al-nabawi (AL Salam Gate),,1,104_01,127,,,104_011,19,19
104,1,NORMAL_03_104_Return_11:55,Quba Mosque,,1,104_02,128,,,104_021,18,18
107,1,NORMAL_03_107_Go_09:35,AL Masjid Al-nabawi (Clock Roundabout),,1,107_02,131,,,107_021,11,11
101,1,NORMAL_03_101_Go_16:40,AL Masjid Al-nabawi (Clock Roundabout),,0,101_01,102,,,101_012,9,33
107,1,NORMAL_03_107_Go_06:40,AL Masjid Al-nabawi (Clock Roundabout),,1,107_01,131,,,107_011,3,3
102,1,NORMAL_03_102_Return_15:05,Quba Mosque,,1,102_04,124,,,102_042,2,26
104,1,NORMAL_03_104_Return_17:00,Quba Mosque,,1,104_01,128,,,104_012,10,34
103,1,NORMAL_03_103_Go_11:35,AL Masjid Al-nabawi (Manakha Square),,1,103_02,125,,,103_021,17,17
105,1,NORMAL_03_105_Return_15:40,Quba Mosque,,1,105_03,129,,,105_032,2,18
107,1,NORMAL_03_107_Return_10:25,Quba Mosque,,1,107_04,132,,,107_041,12,12
106,1,NORMAL_03_106_Return_17:50,AL Masjid Al-nabawi (Clock Roundabout),,1,106_03,50,,,106_032,11,35
106,1,NORMAL_03_106_Return_19:10,AL Masjid Al-nabawi (Clock Roundabout),,1,106_03,50,,,106_032,15,39
104,1,NORMAL_03_104_Return_21:30,Quba Mosque,,1,104_03,128,,,104_032,22,46
102,1,NORMAL_03_102_Go_09:25,AL Masjid Al-nabawi (AL Baqe),,1,102_04,111,,,102_041,9,9
102,1,NORMAL_03_102_Go_19:50,AL Masjid Al-nabawi (AL Baqe),,1,102_03,111,,,102_032,17,41
106,1,NORMAL_03_106_Go_11:40,Railway Station,,0,106_01,51,,,106_011,18,18
106,1,NORMAL_03_106_Return_20:40,AL Masjid Al-nabawi (Clock Roundabout),,1,106_01,50,,,106_012,21,45
106,1,NORMAL_03_106_Return_08:45,AL Masjid Al-nabawi (Clock Roundabout),,1,106_04,50,,,106_041,7,7
106,1,NORMAL_03_106_Go_12:20,Railway Station,,0,106_01,51,,,106_011,20,20
104,1,NORMAL_03_104_Go_06:00,AL Masjid Al-nabawi (AL Salam Gate),,1,104_01,127,,,104_011,1,1
104,1,NORMAL_03_104_Return_16:35,Quba Mosque,,1,104_02,128,,,104_022,8,32
106,1,NORMAL_03_106_Go_10:25,Railway Station,,0,106_04,51,,,106_041,12,12
102,1,NORMAL_03_102_Go_14:55,AL Masjid Al-nabawi (AL Baqe),,1,102_02,111,,,102_022,3,27
104,1,NORMAL_03_104_Go_21:35,AL Masjid Al-nabawi (AL Salam Gate),,1,104_02,127,,,104_022,23,47
104,1,NORMAL_03_104_Return_08:25,Quba Mosque,,1,104_04,128,,,104_041,6,6
102,1,NORMAL_03_102_Return_16:50,Quba Mosque,,1,102_03,124,,,102_032,8,32
107,1,NORMAL_03_107_Go_11:50,AL Masjid Al-nabawi (Clock Roundabout),,1,107_03,131,,,107_031,17,17
104,1,NORMAL_03_104_Go_15:25,AL Masjid Al-nabawi (AL Salam Gate),,1,104_04,127,,,104_042,3,27
107,1,NORMAL_03_107_Go_18:40,AL Masjid Al-nabawi (Clock Roundabout),,1,107_01,131,,,107_012,16,39
104,1,NORMAL_03_104_Go_13:50,AL Masjid Al-nabawi (AL Salam Gate),,1,104_03,127,,,104_031,23,23
101,1,NORMAL_03_101_Go_14:00,AL Masjid Al-nabawi (Clock Roundabout),,0,101_01,102,,,101_012,1,25
106,1,NORMAL_03_106_Go_07:45,Railway Station,,0,106_04,51,,,106_041,4,4
102,1,NORMAL_03_102_Return_19:40,Quba Mosque,,1,102_01,124,,,102_012,18,42
102,1,NORMAL_03_102_Go_19:35,AL Masjid Al-nabawi (AL Baqe),,1,102_02,111,,,102_022,17,41
106,1,NORMAL_03_106_Go_15:45,Railway Station,,0,106_04,51,,,106_042,4,28
104,1,NORMAL_03_104_Go_12:45,AL Masjid Al-nabawi (AL Salam Gate),,1,104_04,127,,,104_041,19,19
103,1,NORMAL_03_103_Go_11:25,AL Masjid Al-nabawi (Manakha Square),,1,103_04,125,,,103_041,15,15
107,1,NORMAL_03_107_Return_18:20,Quba Mosque,,1,107_01,132,,,107_012,15,38
101,1,NORMAL_03_101_Go_11:10,AL Masjid Al-nabawi (Clock Roundabout),,0,101_03,102,,,101_031,15,15
101,1,NORMAL_03_101_Go_19:10,AL Masjid Al-nabawi (Clock Roundabout),,0,101_03,102,,,101_032,15,39
102,1,NORMAL_03_102_Return_11:05,Quba Mosque,,1,102_04,124,,,102_041,14,14
105,1,NORMAL_03_105_Return_11:10,Quba Mosque,,1,105_01,129,,,105_011,10,10
101,1,NORMAL_03_101_Return_09:05,Uhud battlefield,,1,101_04,41,,,101_041,8,8
103,1,NORMAL_03_103_Go_13:10,AL Masjid Al-nabawi (Manakha Square),,1,103_03,125,,,103_031,21,21
106,1,NORMAL_03_106_Return_09:50,AL Masjid Al-nabawi (Clock Roundabout),,1,106_03,50,,,106_031,11,11
106,1,NORMAL_03_106_Return_21:20,AL Masjid Al-nabawi (Clock Roundabout),,1,106_01,50,,,106_012,23,47
102,1,NORMAL_03_102_Return_07:45,Quba Mosque,,1,102_04,124,,,102_041,4,4
103,1,NORMAL_03_103_Go_14:40,AL Masjid Al-nabawi (Manakha Square),,1,103_01,125,,,103_012,3,27
102,1,NORMAL_03_102_Return_11:40,Quba Mosque,,1,102_01,124,,,102_011,18,18
106,1,NORMAL_03_106_Go_20:35,Railway Station,,0,106_02,51,,,106_022,20,44
102,1,NORMAL_03_102_Go_10:05,AL Masjid Al-nabawi (AL Baqe),,1,102_04,111,,,102_041,11,11
104,1,NORMAL_03_104_Go_15:20,AL Masjid Al-nabawi (AL Salam Gate),,1,104_01,127,,,104_012,5,29
105,1,NORMAL_03_105_Return_19:40,Quba Mosque,,1,105_03,129,,,105_032,10,26
101,1,NORMAL_03_101_Go_06:45,AL Masjid Al-nabawi (Clock Roundabout),,0,101_04,102,,,101_041,1,1
106,1,NORMAL_03_106_Go_17:15,Railway Station,,0,106_02,51,,,106_022,10,34
102,1,NORMAL_03_102_Go_10:45,AL Masjid Al-nabawi (AL Baqe),,1,102_04,111,,,102_041,13,13
106,1,NORMAL_03_106_Go_07:55,Railway Station,,0,106_02,51,,,106_021,6,6
104,1,NORMAL_03_104_Go_20:00,AL Masjid Al-nabawi (AL Salam Gate),,1,104_01,127,,,104_012,19,43
106,1,NORMAL_03_106_Go_15:30,Railway Station,,0,106_03,51,,,106_032,4,28
104,1,NORMAL_03_104_Go_18:40,AL Masjid Al-nabawi (AL Salam Gate),,1,104_01,127,,,104_012,15,39
105,1,NORMAL_03_105_Return_19:25,Quba Mosque,,1,105_02,129,,,105_022,10,26
103,1,NORMAL_03_103_Return_20:10,Quba Mosque,,1,103_03,126,,,103_032,18,42
107,1,NORMAL_03_107_Go_08:30,AL Masjid Al-nabawi (Clock Roundabout),,1,107_03,131,,,107_031,7,7
102,1,NORMAL_03_102_Return_13:05,Quba Mosque,,1,102_04,124,,,102_041,20,20
101,1,NORMAL_03_101_Go_15:10,AL Masjid Al-nabawi (Clock Roundabout),,0,101_03,102,,,101_032,3,27
107,1,NORMAL_03_107_Go_12:45,AL Masjid Al-nabawi (Clock Roundabout),,1,107_04,131,,,107_041,19,19
106,1,NORMAL_03_106_Return_11:35,AL Masjid Al-nabawi (Clock Roundabout),,1,106_02,50,,,106_021,17,17
104,1,NORMAL_03_104_Return_13:40,Quba Mosque,,1,104_01,128,,,104_011,24,24
104,1,NORMAL_03_104_Return_09:40,Quba Mosque,,1,104_01,128,,,104_011,12,12
106,1,NORMAL_03_106_Go_13:15,Railway Station,,0,106_02,51,,,106_021,22,22
102,1,NORMAL_03_102_Return_19:00,Quba Mosque,,1,102_01,124,,,102_012,16,40
101,1,NORMAL_03_101_Return_09:00,Uhud battlefield,,1,101_01,41,,,101_011,10,10
102,1,NORMAL_03_102_Return_13:55,Quba Mosque,,1,102_02,124,,,102_021,24,24
102,1,NORMAL_03_102_Go_10:55,AL Masjid Al-nabawi (AL Baqe),,1,102_02,111,,,102_021,15,15
101,1,NORMAL_03_101_Return_19:45,Uhud battlefield,,1,101_04,41,,,101_042,16,40
105,1,NORMAL_03_105_Go_08:00,Uhud battlefield,,1,105_02,130,,,105_021,3,3
107,1,NORMAL_03_107_Return_09:55,Quba Mosque,,1,107_02,132,,,107_021,12,12
107,1,NORMAL_03_107_Return_14:10,Quba Mosque,,1,107_03,132,,,107_031,24,24
107,1,NORMAL_03_107_Return_20:20,Quba Mosque,,1,107_01,132,,,107_012,21,44
101,1,NORMAL_03_101_Return_20:25,Uhud battlefield,,1,101_04,41,,,101_042,18,42
101,1,NORMAL_03_101_Return_14:20,Uhud battlefield,,1,101_01,41,,,101_012,2,26
106,1,NORMAL_03_106_Go_18:25,Railway Station,,0,106_04,51,,,106_042,12,36
106,1,NORMAL_03_106_Return_19:35,AL Masjid Al-nabawi (Clock Roundabout),,1,106_02,50,,,106_022,17,41
102,1,NORMAL_03_102_Return_22:10,Quba Mosque,,1,102_03,124,,,102_032,24,48
105,1,NORMAL_03_105_Return_17:40,Quba Mosque,,1,105_03,129,,,105_032,6,22
102,1,NORMAL_03_102_Go_13:25,AL Masjid Al-nabawi (AL Baqe),,1,102_04,111,,,102_041,21,21
102,1,NORMAL_03_102_Go_14:40,AL Masjid Al-nabawi (AL Baqe),,1,102_01,111,,,102_012,3,27
102,1,NORMAL_03_102_Go_20:45,AL Masjid Al-nabawi (AL Baqe),,1,102_04,111,,,102_042,19,43
107,1,NORMAL_03_107_Go_11:35,AL Masjid Al-nabawi (Clock Roundabout),,1,107_02,131,,,107_021,17,17
104,1,NORMAL_03_104_Go_16:55,AL Masjid Al-nabawi (AL Salam Gate),,1,104_02,127,,,104_022,9,33
102,1,NORMAL_03_102_Return_15:15,Quba Mosque,,1,102_02,124,,,102_022,4,28
101,1,NORMAL_03_101_Go_19:50,AL Masjid Al-nabawi (Clock Roundabout),,0,101_03,102,,,101_032,17,41
106,1,NORMAL_03_106_Go_18:35,Railway Station,,0,106_02,51,,,106_022,14,38
104,1,NORMAL_03_104_Return_18:25,Quba Mosque,,1,104_04,128,,,104_042,12,36
107,1,NORMAL_03_107_Go_14:30,AL Masjid Al-nabawi (Clock Roundabout),,1,107_03,131,,,107_032,1,25
107,1,NORMAL_03_107_Go_07:10,AL Masjid Al-nabawi (Clock Roundabout),,1,107_03,131,,,107_031,3,3
103,1,NORMAL_03_103_Return_20:25,Quba Mosque,,1,103_04,126,,,103_042,18,42
103,1,NORMAL_03_103_Return_11:55,Quba Mosque,,1,103_02,126,,,103_021,18,18
107,1,NORMAL_03_107_Return_07:05,Quba Mosque,,1,107_04,132,,,107_041,2,2
101,1,NORMAL_03_101_Return_07:15,Uhud battlefield,,1,101_02,41,,,101_021,4,4
103,1,NORMAL_03_103_Go_12:05,AL Masjid Al-nabawi (Manakha Square),,1,103_04,125,,,103_041,17,17
101,1,NORMAL_03_101_Return_17:15,Uhud battlefield,,1,101_02,41,,,101_022,10,34
101,1,NORMAL_03_101_Return_20:10,Uhud battlefield,,1,101_03,41,,,101_032,18,42
102,1,NORMAL_03_102_Go_08:00,AL Masjid Al-nabawi (AL Baqe),,1,102_01,111,,,102_011,7,7
107,1,NORMAL_03_107_Return_09:00,Quba Mosque,,1,107_01,132,,,107_011,10,10
106,1,NORMAL_03_106_Go_11:00,Railway Station,,0,106_01,51,,,106_011,16,16
105,1,NORMAL_03_105_Return_10:10,Quba Mosque,,1,105_01,129,,,105_011,8,8
105,1,NORMAL_03_105_Go_15:45,Uhud battlefield,,1,105_01,130,,,105_012,3,19
101,1,NORMAL_03_101_Return_17:40,Uhud battlefield,,1,101_01,41,,,101_012,12,36
103,1,NORMAL_03_103_Return_07:00,Quba Mosque,,1,103_01,126,,,103_011,4,4
107,1,NORMAL_03_107_Go_22:05,AL Masjid Al-nabawi (Clock Roundabout),,1,107_04,131,,,107_042,23,47
105,1,NORMAL_03_105_Go_16:45,Uhud battlefield,,1,105_01,130,,,105_012,5,21
106,1,NORMAL_03_106_Go_12:50,Railway Station,,0,106_03,51,,,106_031,20,20
103,1,NORMAL_03_103_Go_20:15,AL Masjid Al-nabawi (Manakha Square),,1,103_02,125,,,103_022,19,43
104,1,NORMAL_03_104_Go_11:50,AL Masjid Al-nabawi (AL Salam Gate),,1,104_03,127,,,104_031,17,17
101,1,NORMAL_03_101_Go_19:25,AL Masjid Al-nabawi (Clock Roundabout),,0,101_04,102,,,101_042,15,39
107,1,NORMAL_03_107_Go_06:55,AL Masjid Al-nabawi (Clock Roundabout),,1,107_02,131,,,107_021,3,3
103,1,NORMAL_03_103_Go_10:05,AL Masjid Al-nabawi (Manakha Square),,1,103_04,125,,,103_041,11,11
107,1,NORMAL_03_107_Go_20:00,AL Masjid Al-nabawi (Clock Roundabout),,1,107_01,131,,,107_012,20,43
103,1,NORMAL_03_103_Return_09:40,Quba Mosque,,1,103_01,126,,,103_011,12,12
104,1,NORMAL_03_104_Return_09:15,Quba Mosque,,1,104_02,128,,,104_021,10,10
106,1,NORMAL_03_106_Return_16:55,AL Masjid Al-nabawi (Clock Roundabout),,1,106_02,50,,,106_022,9,33
102,1,NORMAL_03_102_Return_06:20,Quba Mosque,,1,102_01,124,,,102_011,2,2
101,1,NORMAL_03_101_Go_15:50,AL Masjid Al-nabawi (Clock Roundabout),,0,101_03,102,,,101_032,5,29
101,1,NORMAL_03_101_Go_18:30,AL Masjid Al-nabawi (Clock Roundabout),,0,101_03,102,,,101_032,13,37
102,1,NORMAL_03_102_Return_18:20,Quba Mosque,,1,102_01,124,,,102_012,14,38
102,1,NORMAL_03_102_Return_18:35,Quba Mosque,,1,102_02,124,,,102_022,14,38
106,1,NORMAL_03_106_Go_08:25,Railway Station,,0,106_04,51,,,106_041,6,6
107,1,NORMAL_03_107_Go_20:15,AL Masjid Al-nabawi (Clock Roundabout),,1,107_02,131,,,107_022,19,43
103,1,NORMAL_03_103_Go_16:00,AL Masjid Al-nabawi (Manakha Square),,1,103_01,125,,,103_012,7,31
107,1,NORMAL_03_107_Go_15:35,AL Masjid Al-nabawi (Clock Roundabout),,1,107_02,131,,,107_022,5,29
105,1,NORMAL_03_105_Go_06:45,Uhud battlefield,,1,105_01,130,,,105_011,1,1
101,1,NORMAL_03_101_Go_15:35,AL Masjid Al-nabawi (Clock Roundabout),,0,101_02,102,,,101_022,5,29
104,1,NORMAL_03_104_Return_22:10,Quba Mosque,,1,104_03,128,,,104_032,24,48
104,1,NORMAL_03_104_Return_07:30,Quba Mosque,,1,104_03,128,,,104_031,4,4
106,1,NORMAL_03_106_Return_14:30,AL Masjid Al-nabawi (Clock Roundabout),,1,106_03,50,,,106_032,1,25
104,1,NORMAL_03_104_Return_06:50,Quba Mosque,,1,104_03,128,,,104_031,2,2
104,1,NORMAL_03_104_Go_17:20,AL Masjid Al-nabawi (AL Salam Gate),,1,104_01,127,,,104_012,11,35
103,1,NORMAL_03_103_Return_07:05,Quba Mosque,,1,103_04,126,,,103_041,2,2
103,1,NORMAL_03_103_Go_06:15,AL Masjid Al-nabawi (Manakha Square),,1,103_02,125,,,103_021,1,1
103,1,NORMAL_03_103_Return_15:55,Quba Mosque,,1,103_02,126,,,103_022,6,30
103,1,NORMAL_03_103_Return_19:30,Quba Mosque,,1,103_03,126,,,103_032,16,40
107,1,NORMAL_03_107_Return_11:55,Quba Mosque,,1,107_02,132,,,107_021,18,18
104,1,NORMAL_03_104_Return_17:45,Quba Mosque,,1,104_04,128,,,104_042,10,34
104,1,NORMAL_03_104_Go_20:15,AL Masjid Al-nabawi (AL Salam Gate),,1,104_02,127,,,104_022,19,43
106,1,NORMAL_03_106_Return_20:05,AL Masjid Al-nabawi (Clock Roundabout),,1,106_04,50,,,106_042,17,41
103,1,NORMAL_03_103_Return_17:30,Quba Mosque,,1,103_03,126,,,103_032,10,34
101,1,NORMAL_03_101_Return_21:00,Uhud battlefield,,1,101_01,41,,,101_012,22,46
101,1,NORMAL_03_101_Go_17:25,AL Masjid Al-nabawi (Clock Roundabout),,0,101_04,102,,,101_042,9,33
107,1,NORMAL_03_107_Go_10:30,AL Masjid Al-nabawi (Clock Roundabout),,1,107_03,131,,,107_031,13,13
106,1,NORMAL_03_106_Go_15:55,Railway Station,,0,106_02,51,,,106_022,6,30
104,1,NORMAL_03_104_Return_19:45,Quba Mosque,,1,104_04,128,,,104_042,16,40
103,1,NORMAL_03_103_Go_12:30,AL Masjid Al-nabawi (Manakha Square),,1,103_03,125,,,103_031,19,19
101,1,NORMAL_03_101_Return_18:10,Uhud battlefield,,1,101_03,41,,,101_032,12,36
103,1,NORMAL_03_103_Return_12:35,Quba Mosque,,1,103_02,126,,,103_021,20,20
101,1,NORMAL_03_101_Go_19:20,AL Masjid Al-nabawi (Clock Roundabout),,0,101_01,102,,,101_012,17,41
103,1,NORMAL_03_103_Go_21:20,AL Masjid Al-nabawi (Manakha Square),,1,103_01,125,,,103_012,23,47
103,1,NORMAL_03_103_Go_19:25,AL Masjid Al-nabawi (Manakha Square),,1,103_04,125,,,103_042,15,39
107,1,NORMAL_03_107_Go_21:35,AL Masjid Al-nabawi (Clock Roundabout),,1,107_02,131,,,107_022,23,47
103,1,NORMAL_03_103_Return_08:35,Quba Mosque,,1,103_02,126,,,103_021,8,8
107,1,NORMAL_03_107_Go_14:05,AL Masjid Al-nabawi (Clock Roundabout),,1,107_04,131,,,107_041,23,23
107,1,NORMAL_03_107_Return_11:05,Quba Mosque,,1,107_04,132,,,107_041,14,14
103,1,NORMAL_03_103_Go_20:05,AL Masjid Al-nabawi (Manakha Square),,1,103_04,125,,,103_042,17,41
101,1,NORMAL_03_101_Go_20:15,AL Masjid Al-nabawi (Clock Roundabout),,0,101_02,102,,,101_022,19,43
102,1,NORMAL_03_102_Return_20:20,Quba Mosque,,1,102_01,124,,,102_012,20,44
107,1,NORMAL_03_107_Return_12:10,Quba Mosque,,1,107_03,132,,,107_031,18,18
107,1,NORMAL_03_107_Return_21:15,Quba Mosque,,1,107_02,132,,,107_022,22,46
103,1,NORMAL_03_103_Return_10:50,Quba Mosque,,1,103_03,126,,,103_031,14,14
103,1,NORMAL_03_103_Return_17:40,Quba Mosque,,1,103_01,126,,,103_012,12,36
103,1,NORMAL_03_103_Go_08:45,AL Masjid Al-nabawi (Manakha Square),,1,103_04,125,,,103_041,7,7
102,1,NORMAL_03_102_Return_17:55,Quba Mosque,,1,102_02,124,,,102_022,12,36
104,1,NORMAL_03_104_Go_08:55,AL Masjid Al-nabawi (AL Salam Gate),,1,104_02,127,,,104_021,9,9
107,1,NORMAL_03_107_Return_06:35,Quba Mosque,,1,107_02,132,,,107_021,2,2
107,1,NORMAL_03_107_Return_17:15,Quba Mosque,,1,107_02,132,,,107_022,10,34
105,1,NORMAL_03_105_Return_18:25,Quba Mosque,,1,105_02,129,,,105_022,8,24
106,1,NORMAL_03_106_Go_13:05,Railway Station,,0,106_04,51,,,106_041,20,20
105,1,NORMAL_03_105_Go_12:00,Uhud battlefield,,1,105_02,130,,,105_021,11,11
102,1,NORMAL_03_102_Return_08:35,Quba Mosque,,1,102_02,124,,,102_021,8,8
106,1,NORMAL_03_106_Return_16:40,AL Masjid Al-nabawi (Clock Roundabout),,1,106_01,50,,,106_012,9,33
106,1,NORMAL_03_106_Go_21:00,Railway Station,,0,106_01,51,,,106_012,22,46
107,1,NORMAL_03_107_Return_13:00,Quba Mosque,,1,107_01,132,,,107_011,22,22
107,1,NORMAL_03_107_Go_16:05,AL Masjid Al-nabawi (Clock Roundabout),,1,107_04,131,,,107_042,5,29
103,1,NORMAL_03_103_Return_22:25,Quba Mosque,,1,103_04,126,,,103_042,24,48
107,1,NORMAL_03_107_Go_16:00,AL Masjid Al-nabawi (Clock Roundabout),,1,107_01,131,,,107_012,8,31
107,1,NORMAL_03_107_Return_07:45,Quba Mosque,,1,107_04,132,,,107_041,4,4
107,1,NORMAL_03_107_Return_08:35,Quba Mosque,,1,107_02,132,,,107_021,8,8
102,1,NORMAL_03_102_Go_18:40,AL Masjid Al-nabawi (AL Baqe),,1,102_01,111,,,102_012,15,39
101,1,NORMAL_03_101_Go_08:55,AL Masjid Al-nabawi (Clock Roundabout),,0,101_02,102,,,101_021,9,9
106,1,NORMAL_03_106_Return_18:45,AL Masjid Al-nabawi (Clock Roundabout),,1,106_04,50,,,106_042,13,37
103,1,NORMAL_03_103_Return_13:55,Quba Mosque,,1,103_02,126,,,103_021,24,24
106,1,NORMAL_03_106_Return_13:20,AL Masjid Al-nabawi (Clock Roundabout),,1,106_01,50,,,106_011,23,23
101,1,NORMAL_03_101_Return_13:45,Uhud battlefield,,1,101_04,41,,,101_041,22,22
107,1,NORMAL_03_107_Return_13:30,Quba Mosque,,1,107_03,132,,,107_031,22,22
106,1,NORMAL_03_106_Return_08:00,AL Masjid Al-nabawi (Clock Roundabout),,1,106_01,50,,,106_011,7,7
105,1,NORMAL_03_105_Return_22:25,Quba Mosque,,1,105_02,129,,,105_022,16,32
107,1,NORMAL_03_107_Go_13:50,AL Masjid Al-nabawi (Clock Roundabout),,1,107_03,131,,,107_031,23,23
104,1,NORMAL_03_104_Go_20:45,AL Masjid Al-nabawi (AL Salam Gate),,1,104_04,127,,,104_042,19,43
106,1,NORMAL_03_106_Go_11:05,Railway Station,,0,106_04,51,,,106_041,14,14
106,1,NORMAL_03_106_Go_21:15,Railway Station,,0,106_02,51,,,106_022,22,46
102,1,NORMAL_03_102_Go_06:40,AL Masjid Al-nabawi (AL Baqe),,1,102_01,111,,,102_011,3,3
102,1,NORMAL_03_102_Go_20:40,AL Masjid Al-nabawi (AL Baqe),,1,102_01,111,,,102_012,21,45
107,1,NORMAL_03_107_Go_14:15,AL Masjid Al-nabawi (Clock Roundabout),,1,107_02,131,,,107_022,1,25
104,1,NORMAL_03_104_Go_16:30,AL Masjid Al-nabawi (AL Salam Gate),,1,104_03,127,,,104_032,7,31
105,1,NORMAL_03_105_Return_21:25,Quba Mosque,,1,105_02,129,,,105_022,14,30
103,1,NORMAL_03_103_Return_21:55,Quba Mosque,,1,103_02,126,,,103_022,24,48
103,1,NORMAL_03_103_Return_17:15,Quba Mosque,,1,103_02,126,,,103_022,10,34
102,1,NORMAL_03_102_Go_10:40,AL Masjid Al-nabawi (AL Baqe),,1,102_01,111,,,102_011,15,15
106,1,NORMAL_03_106_Return_14:15,AL Masjid Al-nabawi (Clock Roundabout),,1,106_02,50,,,106_022,1,25
106,1,NORMAL_03_106_Go_21:40,Railway Station,,0,106_01,51,,,106_012,24,48
107,1,NORMAL_03_107_Return_07:30,Quba Mosque,,1,107_03,132,,,107_031,4,4
104,1,NORMAL_03_104_Return_13:55,Quba Mosque,,1,104_02,128,,,104_021,24,24
103,1,NORMAL_03_103_Return_07:55,Quba Mosque,,1,103_02,126,,,103_021,6,6
103,1,NORMAL_03_103_Return_12:10,Quba Mosque,,1,103_03,126,,,103_031,18,18
104,1,NORMAL_03_104_Return_10:25,Quba Mosque,,1,104_04,128,,,104_041,12,12
106,1,NORMAL_03_106_Return_16:30,AL Masjid Al-nabawi (Clock Roundabout),,1,106_03,50,,,106_032,7,31
102,1,NORMAL_03_102_Go_18:55,AL Masjid Al-nabawi (AL Baqe),,1,102_02,111,,,102_022,15,39
103,1,NORMAL_03_103_Return_15:00,Quba Mosque,,1,103_01,126,,,103_012,4,28
101,1,NORMAL_03_101_Go_11:50,AL Masjid Al-nabawi (Clock Roundabout),,0,101_03,102,,,101_031,17,17
